"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa01230","hsa01230","Biosynthesis of amino acids","1/167","75/8644",0.769964874221672,0.9484329592255,0.916852484750752,"230",1
"hsa03320","hsa03320","PPAR signaling pathway","1/167","75/8644",0.769964874221672,0.9484329592255,0.916852484750752,"51129",1
"hsa04623","hsa04623","Cytosolic DNA-sensing pathway","1/167","75/8644",0.769964874221672,0.9484329592255,0.916852484750752,"5437",1
"hsa04971","hsa04971","Gastric acid secretion","1/167","76/8644",0.774447995473275,0.9484329592255,0.916852484750752,"805",1
"hsa05140","hsa05140","Leishmaniasis","1/167","77/8644",0.778844258866828,0.9484329592255,0.916852484750752,"7043",1
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes","2/167","154/8644",0.802710309703428,0.9484329592255,0.916852484750752,"805/5515",2
"hsa04146","hsa04146","Peroxisome","1/167","83/8644",0.80348929723293,0.9484329592255,0.916852484750752,"5826",1
"hsa04662","hsa04662","B cell receptor signaling pathway","1/167","84/8644",0.80732264466455,0.9484329592255,0.916852484750752,"5534",1
"hsa04610","hsa04610","Complement and coagulation cascades","1/167","86/8644",0.814767757778758,0.9484329592255,0.916852484750752,"5627",1
"hsa04911","hsa04911","Insulin secretion","1/167","86/8644",0.814767757778758,0.9484329592255,0.916852484750752,"6844",1
"hsa04260","hsa04260","Cardiac muscle contraction","1/167","87/8644",0.818382362178261,0.9484329592255,0.916852484750752,"10975",1
"hsa05161","hsa05161","Hepatitis B","2/167","162/8644",0.824978720916671,0.9484329592255,0.916852484750752,"1026/7043",2
"hsa04512","hsa04512","ECM-receptor interaction","1/167","89/8644",0.825402560612156,0.9484329592255,0.916852484750752,"960",1
"hsa04976","hsa04976","Bile secretion","1/167","89/8644",0.825402560612156,0.9484329592255,0.916852484750752,"3949",1
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","1/167","89/8644",0.825402560612156,0.9484329592255,0.916852484750752,"5534",1
"hsa04151","hsa04151","PI3K-Akt signaling pathway","5/167","359/8644",0.829524808528569,0.9484329592255,0.916852484750752,"1026/4254/1942/9180/5515",5
"hsa04140","hsa04140","Autophagy - animal","2/167","165/8644",0.832733671021497,0.9484329592255,0.916852484750752,"1509/5515",2
"hsa04658","hsa04658","Th1 and Th2 cell differentiation","1/167","92/8644",0.835430230374328,0.9484329592255,0.916852484750752,"5534",1
"hsa04022","hsa04022","cGMP-PKG signaling pathway","2/167","167/8644",0.837731133503084,0.9484329592255,0.916852484750752,"805/5534",2
"hsa04657","hsa04657","IL-17 signaling pathway","1/167","94/8644",0.841795147872442,0.9484329592255,0.916852484750752,"6347",1
"hsa05215","hsa05215","Prostate cancer","1/167","97/8644",0.850886550459747,0.9484329592255,0.916852484750752,"1026",1
"hsa05410","hsa05410","Hypertrophic cardiomyopathy","1/167","97/8644",0.850886550459747,0.9484329592255,0.916852484750752,"7043",1
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels","1/167","98/8644",0.853800081063845,0.9484329592255,0.916852484750752,"805",1
"hsa05206","hsa05206","MicroRNAs in cancer","4/167","310/8644",0.855260024681435,0.9484329592255,0.916852484750752,"960/6464/1026/1942",4
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor","1/167","100/8644",0.859458455253716,0.9484329592255,0.916852484750752,"6347",1
"hsa05132","hsa05132","Salmonella infection","3/167","249/8644",0.86485036258762,0.9484329592255,0.916852484750752,"10381/10383/5878",3
"hsa05414","hsa05414","Dilated cardiomyopathy","1/167","103/8644",0.867540378596965,0.9484329592255,0.916852484750752,"7043",1
"hsa04064","hsa04064","NF-kappa B signaling pathway","1/167","104/8644",0.870130327873901,0.9484329592255,0.916852484750752,"4616",1
"hsa04360","hsa04360","Axon guidance","2/167","182/8644",0.8711203701633,0.9484329592255,0.916852484750752,"5534/1942",2
"hsa04020","hsa04020","Calcium signaling pathway","3/167","253/8644",0.871910066216923,0.9484329592255,0.916852484750752,"805/80271/5534",3
"hsa04620","hsa04620","Toll-like receptor signaling pathway","1/167","108/8644",0.87999632703171,0.9484329592255,0.916852484750752,"10379",1
"hsa04659","hsa04659","Th17 cell differentiation","1/167","108/8644",0.87999632703171,0.9484329592255,0.916852484750752,"5534",1
"hsa05034","hsa05034","Alcoholism","2/167","188/8644",0.882623325320057,0.9484329592255,0.916852484750752,"805/6464",2
"hsa04814","hsa04814","Motor proteins","2/167","193/8644",0.891480313773916,0.949775012024721,0.918149850507249,"10381/10383",2
"hsa01200","hsa01200","Carbon metabolism","1/167","115/8644",0.895502154194737,0.949775012024721,0.918149850507249,"230",1
"hsa04726","hsa04726","Serotonergic synapse","1/167","115/8644",0.895502154194737,0.949775012024721,0.918149850507249,"1843",1
"hsa05130","hsa05130","Pathogenic Escherichia coli infection","2/167","198/8644",0.899717022013421,0.95013219997107,0.918495144977404,"10381/10383",2
"hsa04919","hsa04919","Thyroid hormone signaling pathway","1/167","121/8644",0.907196496939145,0.953069147695228,0.921334299597965,"5208",1
"hsa05205","hsa05205","Proteoglycans in cancer","2/167","205/8644",0.910278288002789,0.953069147695228,0.921334299597965,"960/1026",2
"hsa04926","hsa04926","Relaxin signaling pathway","1/167","129/8644",0.92078938572219,0.959568069309,0.927616823177337,"6464",1
"hsa05135","hsa05135","Yersinia infection","1/167","137/8644",0.932401493594482,0.959568069309,0.927616823177337,"6347",1
"hsa04371","hsa04371","Apelin signaling pathway","1/167","139/8644",0.935029633959952,0.959568069309,0.927616823177337,"805",1
"hsa04810","hsa04810","Regulation of actin cytoskeleton","2/167","229/8644",0.939123668900968,0.959568069309,0.927616823177337,"221178/87",2
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/167","143/8644",0.939985047486368,0.959568069309,0.927616823177337,"6657",1
"hsa05017","hsa05017","Spinocerebellar ataxia","1/167","143/8644",0.939985047486368,0.959568069309,0.927616823177337,"7979",1
"hsa01240","hsa01240","Biosynthesis of cofactors","1/167","153/8644",0.950790589263022,0.966571345931288,0.93438690798943,"51109",1
"hsa04217","hsa04217","Necroptosis","1/167","159/8644",0.956321054044813,0.968176273723055,0.935938395650644,"10379",1
"hsa04310","hsa04310","Wnt signaling pathway","1/167","174/8644",0.967590661530852,0.975554370679254,0.943070820205509,"5534",1
"hsa04740","hsa04740","Olfactory transduction","3/167","439/8644",0.992191150073253,0.994319141136316,0.961210770164001,"805/157/156",3
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction","2/167","367/8644",0.994319141136316,0.994319141136316,0.961210770164001,"3953/133",2
