fromNode	toNode	weight	direction	fromAltName	toAltName
LRRC16A	AC004980.7	0.627268138613828	undirected	NA	NA
LRRC16A	ATP5I	0.627693443265626	undirected	NA	NA
LRRC16A	AC012593.1	0.631548595774915	undirected	NA	NA
LRRC16A	MUM1	0.628040351249669	undirected	NA	NA
LRRC16A	RP11-517I3.2	0.637115181216595	undirected	NA	NA
LRRC16A	RP11-373N22.3	0.628738406020644	undirected	NA	NA
LRRC16A	CTD-2007H13.3	0.627799221898604	undirected	NA	NA
LRRC16A	AHSA2	0.627953921858385	undirected	NA	NA
LRRC16A	RP5-921G16.1	0.627319802201029	undirected	NA	NA
LRRC16A	RP11-597D13.9	0.630148736480179	undirected	NA	NA
LRRC16A	RP11-281A20.2	0.634354779153597	undirected	NA	NA
LRRC16A	B3GALTL	0.628437460058611	undirected	NA	NA
LRRC16A	RP11-440L14.1	0.629354197225433	undirected	NA	NA
LRRC16A	SEPT9	0.627328432040482	undirected	NA	NA
LRRC16A	MROH7-TTC4	0.6330158835781	undirected	NA	NA
LRRC16A	CTB-113D17.1	0.627218421166959	undirected	NA	NA
LRRC16A	GS1-124K5.10	0.627788902654709	undirected	NA	NA
LRRC16A	HKR1	0.628536489182842	undirected	NA	NA
LRRC16A	RP11-554F20.1	0.630968993103209	undirected	NA	NA
LRRC16A	C10orf11	0.627693208604063	undirected	NA	NA
LRRC16A	AC002117.1	0.628297760137377	undirected	NA	NA
LRRC16A	CH17-472G23.4	0.632412605266824	undirected	NA	NA
LRRC16A	RP13-104F24.2	0.627320103034057	undirected	NA	NA
LRRC16A	UBE2Q2P2	0.630452740443898	undirected	NA	NA
LRRC16A	ZNF663P	0.628185912298252	undirected	NA	NA
LRRC16A	RP11-16P20.3	0.63215844156652	undirected	NA	NA
LRRC16A	RP11-274B21.1	0.631116761920177	undirected	NA	NA
LRRC16A	RP11-1102P16.1	0.630692501428059	undirected	NA	NA
LRRC16A	RP11-308D16.2	0.632051463854588	undirected	NA	NA
LRRC16A	C5orf28	0.629649184905592	undirected	NA	NA
LRRC16A	RP11-242D8.1	0.628244338705727	undirected	NA	NA
LRRC16A	CTA-292E10.6	0.631548596773191	undirected	NA	NA
LRRC16A	FAM73B	0.634735596675304	undirected	NA	NA
LRRC16A	RP1-104O17.2	0.628837096684304	undirected	NA	NA
LRRC16A	FAM134B	0.633975848681025	undirected	NA	NA
LRRC16A	RP11-799O21.2	0.627394437854003	undirected	NA	NA
LRRC16A	CTD-2270P14.1	0.630367773232665	undirected	NA	NA
LRRC16A	C3orf17	0.63137447398713	undirected	NA	NA
LRRC16A	C1orf123	0.631956433029227	undirected	NA	NA
AC074363.1	RP11-517I3.2	0.628509021466436	undirected	NA	NA
SUZ12P1	CTA-292E10.6	0.629912739907219	undirected	NA	NA
SUZ12P1	FAM134B	0.627672342919549	undirected	NA	NA
